trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
C,1370,low_prior,196,42,ai,Frank is allergic to cats,2.5283333333333333,demonstrate,demonstrate,frank,0.21999999999999997,block2,Yes,NA,English,26,37
C,1702,low_prior,196,43,ai,Jackson is obese,2.5283333333333333,admit,admit,jackson,0.6699999999999999,block2,Yes,NA,English,26,38
C,1707,high_prior,196,44,ai,Emma is in law school,2.5283333333333333,be_annoyed,be_annoyed,emma,0.69,block2,Yes,NA,English,26,39
C,4014,low_prior,196,45,ai,Jayden doesn't have a driver's license,2.5283333333333333,reveal,reveal,jayden,0.28,block2,Yes,NA,English,26,40
MC,1785,NA,196,46,ai,Pizza is sold at the pizzeria,2.5283333333333333,MC,MC,pizza,0,block2,Yes,NA,English,26,41
C,1819,high_prior,196,47,ai,Emily has been saving for a year,2.5283333333333333,think,think,emily,0.44999999999999996,block2,Yes,NA,English,26,42
C,4318,high_prior,196,48,ai,Zoe is a math major,2.5283333333333333,suggest,suggest,zoe,0.27,block2,Yes,NA,English,26,43
MC,2000,NA,196,49,ai,Ballet is a type of dance,2.5283333333333333,MC,MC,ballet,0,block2,Yes,NA,English,26,44
MC,1726,NA,196,50,ai,Garages are used to store cars and other things,2.5283333333333333,MC,MC,garage,0.25,block2,Yes,NA,English,26,45
C,2540,low_prior,196,51,ai,Mia is a nun,2.5283333333333333,confirm,confirm,mia,0.85,block2,Yes,NA,English,26,46
C,5541,high_prior,196,52,ai,Tony really likes to party with his friends,2.5283333333333333,announce,announce,tony,0.33999999999999997,block2,Yes,NA,English,26,47
C,1504,high_prior,196,53,ai,Julian is Cuban,2.5283333333333333,discover,discover,julian,0.18999999999999995,block2,Yes,NA,English,26,48
C,2280,low_prior,196,54,ai,Danny is a diabetic,2.5283333333333333,establish,establish,danny,0.78,block2,Yes,NA,English,26,49
C,1319,high_prior,196,55,ai,Grace loves her sister,2.5283333333333333,prove,prove,grace,0.39,block2,Yes,NA,English,26,50
C,1874,low_prior,196,56,ai,Isabella is a vegetarian,2.5283333333333333,inform,inform,isabella,0.73,block2,Yes,NA,English,26,51
C,1290,low_prior,196,57,ai,Charley lives in Korea,2.5283333333333333,see,see,charley,0.31000000000000005,block2,Yes,NA,English,26,52
C,37063,high_prior,197,5,projective,Josh is a 5-year old boy,19.154333333333334,pretend,pretend,josh,0,block1,Yes,NA,English,37,1
MC,20103,NA,197,6,projective,Ballet is a type of dance,19.154333333333334,MC,MC,ballet,0,block1,Yes,NA,English,37,2
C,37365,high_prior,197,7,projective,Frank has always wanted a pet,19.154333333333334,hear,hear,frank,0.5,block1,Yes,NA,English,37,3
C,78432,high_prior,197,8,projective,Josie loves France,19.154333333333334,inform,inform,josie,0.83,block1,Yes,NA,English,37,4
C,28327,high_prior,197,9,projective,Emily has been saving for a year,19.154333333333334,prove,prove,emily,0.22,block1,Yes,NA,English,37,5
MC,14272,NA,197,10,projective,Many children like ice cream,19.154333333333334,MC,MC,kids,0,block1,Yes,NA,English,37,6
C,38527,high_prior,197,11,projective,Owen lives in Chicago,19.154333333333334,reveal,reveal,owen,0.51,block1,Yes,NA,English,37,7
C,18080,low_prior,197,12,projective,Tony has been sober for 20 years,19.154333333333334,announce,announce,tony,0.32,block1,Yes,NA,English,37,8
C,25375,high_prior,197,13,projective,Jon lives 2 blocks away from work,19.154333333333334,demonstrate,demonstrate,jon,0.51,block1,Yes,NA,English,37,9
C,18352,low_prior,197,14,projective,Grace hates her sister,19.154333333333334,be_annoyed,be_annoyed,grace,1,block1,Yes,NA,English,37,10
MC,24584,NA,197,15,projective,Garages are used to store cars and other things,19.154333333333334,MC,MC,garage,0,block1,Yes,NA,English,37,11
MC,9176,NA,197,16,projective,Pizza is sold at the pizzeria,19.154333333333334,MC,MC,pizza,0,block1,Yes,NA,English,37,12
C,17391,low_prior,197,17,projective,Danny is a diabetic,19.154333333333334,say,say,danny,0.06,block1,Yes,NA,English,37,13
C,52344,low_prior,197,18,projective,Emma is in first grade,19.154333333333334,admit,admit,emma,0.77,block1,Yes,NA,English,37,14
C,11559,high_prior,197,19,projective,Charley lives in Mexico,19.154333333333334,suggest,suggest,charley,0.75,block1,Yes,NA,English,37,15
C,43760,low_prior,197,20,projective,Zoe is 5 years old,19.154333333333334,acknowledge,acknowledge,zoe,0.51,block1,Yes,NA,English,37,16
C,19543,high_prior,197,21,projective,Jayden's car is in the shop,19.154333333333334,confess,confess,jayden,0.3,block1,Yes,NA,English,37,17
C,11320,low_prior,197,22,projective,Jackson is obese,19.154333333333334,establish,establish,jackson,0.5,block1,Yes,NA,English,37,18
C,29567,low_prior,197,23,projective,Olivia has two small children,19.154333333333334,be_right,be_right,olivia,0.07,block1,Yes,NA,English,37,19
MC,14467,NA,197,24,projective,Muffins are sold at the bakery,19.154333333333334,MC,MC,muffins,0.01,block1,Yes,NA,English,37,20
MC,7576,NA,197,25,projective,Hats are worn on the head,19.154333333333334,MC,MC,hat,0,block1,Yes,NA,English,37,21
C,7520,low_prior,197,26,projective,Mia is a nun,19.154333333333334,discover,discover,mia,0.49,block1,Yes,NA,English,37,22
C,18327,low_prior,197,27,projective,Sophia is a high end fashion model,19.154333333333334,think,think,sophia,0.25,block1,Yes,NA,English,37,23
C,16527,high_prior,197,28,projective,Isabella is from Argentina,19.154333333333334,know,know,isabella,1,block1,Yes,NA,English,37,24
C,24630,high_prior,197,29,projective,Mary is taking a prenatal yoga class,19.154333333333334,confirm,confirm,mary,0.58,block1,Yes,NA,English,37,25
C,18312,low_prior,197,30,projective,Julian is German,19.154333333333334,see,see,julian,1,block1,Yes,NA,English,37,26
MC,16775,NA,197,32,ai,Pizza is sold at the pizzeria,19.154333333333334,MC,MC,pizza,0.030000000000000027,block2,Yes,NA,English,37,27
C,7424,low_prior,197,33,ai,Julian is German,19.154333333333334,see,see,julian,1,block2,Yes,NA,English,37,28
C,9824,high_prior,197,34,ai,Jayden's car is in the shop,19.154333333333334,confess,confess,jayden,0.010000000000000009,block2,Yes,NA,English,37,29
C,9391,high_prior,197,35,ai,Josh is a 5-year old boy,19.154333333333334,pretend,pretend,josh,1,block2,Yes,NA,English,37,30
C,7399,low_prior,197,36,ai,Danny is a diabetic,19.154333333333334,say,say,danny,0,block2,Yes,NA,English,37,31
C,10895,low_prior,197,37,ai,Zoe is 5 years old,19.154333333333334,acknowledge,acknowledge,zoe,0.17000000000000004,block2,Yes,NA,English,37,32
C,11944,high_prior,197,38,ai,Mary is taking a prenatal yoga class,19.154333333333334,confirm,confirm,mary,0.06999999999999995,block2,Yes,NA,English,37,33
C,15024,high_prior,197,39,ai,Frank has always wanted a pet,19.154333333333334,hear,hear,frank,0.91,block2,Yes,NA,English,37,34
C,7880,low_prior,197,40,ai,Tony has been sober for 20 years,19.154333333333334,announce,announce,tony,0.49,block2,Yes,NA,English,37,35
C,13286,high_prior,197,41,ai,Owen lives in Chicago,19.154333333333334,reveal,reveal,owen,0.78,block2,Yes,NA,English,37,36
C,16464,high_prior,197,42,ai,Charley lives in Mexico,19.154333333333334,suggest,suggest,charley,0,block2,Yes,NA,English,37,37
C,13151,low_prior,197,43,ai,Mia is a nun,19.154333333333334,discover,discover,mia,0,block2,Yes,NA,English,37,38
MC,6407,NA,197,44,ai,Many children like ice cream,19.154333333333334,MC,MC,kids,0,block2,Yes,NA,English,37,39
C,4247,low_prior,197,45,ai,Olivia has two small children,19.154333333333334,be_right,be_right,olivia,0,block2,Yes,NA,English,37,40
MC,6800,NA,197,46,ai,Ballet is a type of dance,19.154333333333334,MC,MC,ballet,0,block2,Yes,NA,English,37,41
MC,5208,NA,197,47,ai,Muffins are sold at the bakery,19.154333333333334,MC,MC,muffins,0,block2,Yes,NA,English,37,42
C,20168,low_prior,197,48,ai,Emma is in first grade,19.154333333333334,admit,admit,emma,1,block2,Yes,NA,English,37,43
MC,6880,NA,197,49,ai,Hats are worn on the head,19.154333333333334,MC,MC,hat,0,block2,Yes,NA,English,37,44
C,5384,low_prior,197,50,ai,Grace hates her sister,19.154333333333334,be_annoyed,be_annoyed,grace,1,block2,Yes,NA,English,37,45
C,9880,low_prior,197,51,ai,Sophia is a high end fashion model,19.154333333333334,think,think,sophia,0.5,block2,Yes,NA,English,37,46
MC,9320,NA,197,52,ai,Garages are used to store cars and other things,19.154333333333334,MC,MC,garage,0,block2,Yes,NA,English,37,47
C,12440,low_prior,197,53,ai,Jackson is obese,19.154333333333334,establish,establish,jackson,0.06000000000000005,block2,Yes,NA,English,37,48
C,9080,high_prior,197,54,ai,Jon lives 2 blocks away from work,19.154333333333334,demonstrate,demonstrate,jon,0.06999999999999995,block2,Yes,NA,English,37,49
C,7788,high_prior,197,55,ai,Josie loves France,19.154333333333334,inform,inform,josie,1,block2,Yes,NA,English,37,50
C,11368,high_prior,197,56,ai,Emily has been saving for a year,19.154333333333334,prove,prove,emily,0.18999999999999995,block2,Yes,NA,English,37,51
C,4856,high_prior,197,57,ai,Isabella is from Argentina,19.154333333333334,know,know,isabella,1,block2,Yes,NA,English,37,52
C,26410,high_prior,198,5,projective,Frank has always wanted a pet,12.591733333333334,demonstrate,demonstrate,frank,0.02,block1,Yes,none,English,58,1
C,15945,high_prior,198,6,projective,Jon lives 2 blocks away from work,12.591733333333334,admit,admit,jon,0.02,block1,Yes,none,English,58,2
C,18429,high_prior,198,7,projective,Josie loves France,12.591733333333334,suggest,suggest,josie,0.01,block1,Yes,none,English,58,3
MC,9618,NA,198,8,projective,Hats are worn on the head,12.591733333333334,MC,MC,hat,0.02,block1,Yes,none,English,58,4
MC,10515,NA,198,9,projective,Many children like ice cream,12.591733333333334,MC,MC,kids,0.01,block1,Yes,none,English,58,5
C,15380,high_prior,198,10,projective,Tony really likes to party with his friends,12.591733333333334,hear,hear,tony,0.01,block1,Yes,none,English,58,6
MC,12363,NA,198,11,projective,Ballet is a type of dance,12.591733333333334,MC,MC,ballet,0.01,block1,Yes,none,English,58,7
C,13739,high_prior,198,12,projective,Julian is Cuban,12.591733333333334,be_annoyed,be_annoyed,julian,0.98,block1,Yes,none,English,58,8
C,12702,high_prior,198,13,projective,Josh is a 5-year old boy,12.591733333333334,see,see,josh,0.98,block1,Yes,none,English,58,9
C,33546,high_prior,198,14,projective,Mary is taking a prenatal yoga class,12.591733333333334,pretend,pretend,mary,0.49,block1,Yes,none,English,58,10
C,15658,low_prior,198,15,projective,Jayden doesn't have a driver's license,12.591733333333334,say,say,jayden,0.02,block1,Yes,none,English,58,11
C,11173,low_prior,198,16,projective,Jackson is obese,12.591733333333334,reveal,reveal,jackson,0.02,block1,Yes,none,English,58,12
C,13607,low_prior,198,17,projective,Olivia has two small children,12.591733333333334,acknowledge,acknowledge,olivia,0.99,block1,Yes,none,English,58,13
MC,11052,NA,198,18,projective,Pizza is sold at the pizzeria,12.591733333333334,MC,MC,pizza,0.02,block1,Yes,none,English,58,14
MC,11629,NA,198,19,projective,Garages are used to store cars and other things,12.591733333333334,MC,MC,garage,0.02,block1,Yes,none,English,58,15
MC,7367,NA,198,20,projective,Muffins are sold at the bakery,12.591733333333334,MC,MC,muffins,0.02,block1,Yes,none,English,58,16
C,15431,low_prior,198,21,projective,Isabella is a vegetarian,12.591733333333334,prove,prove,isabella,0.48,block1,Yes,none,English,58,17
C,8731,low_prior,198,22,projective,Emily never has any money,12.591733333333334,know,know,emily,0.97,block1,Yes,none,English,58,18
C,9888,high_prior,198,23,projective,Charley lives in Mexico,12.591733333333334,establish,establish,charley,0.98,block1,Yes,none,English,58,19
C,11647,low_prior,198,24,projective,Danny is a diabetic,12.591733333333334,discover,discover,danny,0.98,block1,Yes,none,English,58,20
C,19708,low_prior,198,25,projective,Emma is in first grade,12.591733333333334,think,think,emma,0.02,block1,Yes,none,English,58,21
C,18211,high_prior,198,26,projective,Owen lives in Chicago,12.591733333333334,be_right,be_right,owen,0.49,block1,Yes,none,English,58,22
C,15607,low_prior,198,27,projective,Sophia is a high end fashion model,12.591733333333334,confirm,confirm,sophia,0.01,block1,Yes,none,English,58,23
C,12156,high_prior,198,28,projective,Zoe is a math major,12.591733333333334,confess,confess,zoe,0.97,block1,Yes,none,English,58,24
C,11900,low_prior,198,29,projective,Grace hates her sister,12.591733333333334,announce,announce,grace,0.99,block1,Yes,none,English,58,25
C,10804,low_prior,198,30,projective,Mia is a nun,12.591733333333334,inform,inform,mia,0.97,block1,Yes,none,English,58,26
C,28693,high_prior,198,32,ai,Jon lives 2 blocks away from work,12.591733333333334,admit,admit,jon,0.99,block2,Yes,none,English,58,27
C,11499,low_prior,198,33,ai,Emma is in first grade,12.591733333333334,think,think,emma,1,block2,Yes,none,English,58,28
MC,7274,NA,198,34,ai,Garages are used to store cars and other things,12.591733333333334,MC,MC,garage,0.030000000000000027,block2,Yes,none,English,58,29
C,12768,high_prior,198,35,ai,Charley lives in Mexico,12.591733333333334,establish,establish,charley,0.030000000000000027,block2,Yes,none,English,58,30
MC,7209,NA,198,36,ai,Ballet is a type of dance,12.591733333333334,MC,MC,ballet,0.020000000000000018,block2,Yes,none,English,58,31
C,11075,low_prior,198,37,ai,Jayden doesn't have a driver's license,12.591733333333334,say,say,jayden,0.020000000000000018,block2,Yes,none,English,58,32
C,8579,low_prior,198,38,ai,Sophia is a high end fashion model,12.591733333333334,confirm,confirm,sophia,0.52,block2,Yes,none,English,58,33
C,7485,high_prior,198,39,ai,Mary is taking a prenatal yoga class,12.591733333333334,pretend,pretend,mary,0.99,block2,Yes,none,English,58,34
C,18820,low_prior,198,40,ai,Grace hates her sister,12.591733333333334,announce,announce,grace,0.99,block2,Yes,none,English,58,35
MC,11315,NA,198,41,ai,Many children like ice cream,12.591733333333334,MC,MC,kids,0.030000000000000027,block2,Yes,none,English,58,36
C,10984,high_prior,198,42,ai,Owen lives in Chicago,12.591733333333334,be_right,be_right,owen,0.020000000000000018,block2,Yes,none,English,58,37
C,15409,low_prior,198,43,ai,Isabella is a vegetarian,12.591733333333334,prove,prove,isabella,0.020000000000000018,block2,Yes,none,English,58,38
C,13432,high_prior,198,44,ai,Zoe is a math major,12.591733333333334,confess,confess,zoe,0.99,block2,Yes,none,English,58,39
C,8947,high_prior,198,45,ai,Julian is Cuban,12.591733333333334,be_annoyed,be_annoyed,julian,0.98,block2,Yes,none,English,58,40
MC,6367,NA,198,46,ai,Hats are worn on the head,12.591733333333334,MC,MC,hat,0.030000000000000027,block2,Yes,none,English,58,41
MC,5464,NA,198,47,ai,Muffins are sold at the bakery,12.591733333333334,MC,MC,muffins,0.020000000000000018,block2,Yes,none,English,58,42
C,7758,low_prior,198,48,ai,Danny is a diabetic,12.591733333333334,discover,discover,danny,0.99,block2,Yes,none,English,58,43
C,8332,low_prior,198,49,ai,Emily never has any money,12.591733333333334,know,know,emily,0.98,block2,Yes,none,English,58,44
C,7099,high_prior,198,50,ai,Tony really likes to party with his friends,12.591733333333334,hear,hear,tony,1,block2,Yes,none,English,58,45
C,10302,low_prior,198,51,ai,Olivia has two small children,12.591733333333334,acknowledge,acknowledge,olivia,0.49,block2,Yes,none,English,58,46
C,13503,high_prior,198,52,ai,Frank has always wanted a pet,12.591733333333334,demonstrate,demonstrate,frank,0.020000000000000018,block2,Yes,none,English,58,47
C,11175,low_prior,198,53,ai,Jackson is obese,12.591733333333334,reveal,reveal,jackson,0.99,block2,Yes,none,English,58,48
MC,5560,NA,198,54,ai,Pizza is sold at the pizzeria,12.591733333333334,MC,MC,pizza,0.020000000000000018,block2,Yes,none,English,58,49
C,11386,high_prior,198,55,ai,Josh is a 5-year old boy,12.591733333333334,see,see,josh,1,block2,Yes,none,English,58,50
C,11915,high_prior,198,56,ai,Josie loves France,12.591733333333334,suggest,suggest,josie,0.020000000000000018,block2,Yes,none,English,58,51
C,8550,low_prior,198,57,ai,Mia is a nun,12.591733333333334,inform,inform,mia,0.010000000000000009,block2,Yes,none,English,58,52
C,13105,low_prior,199,5,projective,Julian is German,7.798683333333333,establish,establish,julian,0.07,block1,Yes,na,english,62,1
C,15359,high_prior,199,6,projective,Josie loves France,7.798683333333333,demonstrate,demonstrate,josie,0.32,block1,Yes,na,english,62,2
C,7488,high_prior,199,7,projective,Jayden's car is in the shop,7.798683333333333,acknowledge,acknowledge,jayden,0.16,block1,Yes,na,english,62,3
C,8151,low_prior,199,8,projective,Mia is a nun,7.798683333333333,be_right,be_right,mia,0.18,block1,Yes,na,english,62,4
C,8384,high_prior,199,9,projective,Grace loves her sister,7.798683333333333,think,think,grace,0.15,block1,Yes,na,english,62,5
C,10467,high_prior,199,10,projective,Frank has always wanted a pet,7.798683333333333,confirm,confirm,frank,0.2,block1,Yes,na,english,62,6
C,7668,high_prior,199,11,projective,Zoe is a math major,7.798683333333333,announce,announce,zoe,0.22,block1,Yes,na,english,62,7
C,8980,low_prior,199,12,projective,Mary is a middle school student,7.798683333333333,admit,admit,mary,0.22,block1,Yes,na,english,62,8
C,7227,low_prior,199,13,projective,Owen lives in New Orleans,7.798683333333333,prove,prove,owen,0.19,block1,Yes,na,english,62,9
C,9057,low_prior,199,14,projective,Sophia is a high end fashion model,7.798683333333333,inform,inform,sophia,0.24,block1,Yes,na,english,62,10
C,7153,low_prior,199,15,projective,Emily never has any money,7.798683333333333,know,know,emily,0.7,block1,Yes,na,english,62,11
MC,7425,NA,199,16,projective,Many children like ice cream,7.798683333333333,MC,MC,kids,0.26,block1,Yes,na,english,62,12
MC,5324,NA,199,17,projective,Hats are worn on the head,7.798683333333333,MC,MC,hat,0.24,block1,Yes,na,english,62,13
C,8832,high_prior,199,18,projective,Josh is a 5-year old boy,7.798683333333333,suggest,suggest,josh,0.24,block1,Yes,na,english,62,14
C,7866,low_prior,199,19,projective,Jon lives 10 miles away from work,7.798683333333333,discover,discover,jon,0.24,block1,Yes,na,english,62,15
MC,5005,NA,199,20,projective,Ballet is a type of dance,7.798683333333333,MC,MC,ballet,0.19,block1,Yes,na,english,62,16
C,7016,high_prior,199,21,projective,Charley lives in Mexico,7.798683333333333,see,see,charley,0.53,block1,Yes,na,english,62,17
MC,5484,NA,199,22,projective,Muffins are sold at the bakery,7.798683333333333,MC,MC,muffins,0.26,block1,Yes,na,english,62,18
C,5297,low_prior,199,23,projective,Tony has been sober for 20 years,7.798683333333333,be_annoyed,be_annoyed,tony,0.52,block1,Yes,na,english,62,19
C,8657,low_prior,199,24,projective,Olivia has two small children,7.798683333333333,reveal,reveal,olivia,0.52,block1,Yes,na,english,62,20
C,7531,high_prior,199,25,projective,Isabella is from Argentina,7.798683333333333,say,say,isabella,0.23,block1,Yes,na,english,62,21
MC,4675,NA,199,26,projective,Pizza is sold at the pizzeria,7.798683333333333,MC,MC,pizza,0.28,block1,Yes,na,english,62,22
C,6326,low_prior,199,27,projective,Danny is a diabetic,7.798683333333333,hear,hear,danny,0.24,block1,Yes,na,english,62,23
C,14025,high_prior,199,28,projective,Emma is in law school,7.798683333333333,confess,confess,emma,0.5,block1,Yes,na,english,62,24
MC,5377,NA,199,29,projective,Garages are used to store cars and other things,7.798683333333333,MC,MC,garage,0.21,block1,Yes,na,english,62,25
C,5911,high_prior,199,30,projective,Jackson is training for a marathon,7.798683333333333,pretend,pretend,jackson,0.18,block1,Yes,na,english,62,26
C,6177,low_prior,199,32,ai,Owen lives in New Orleans,7.798683333333333,prove,prove,owen,0.81,block2,Yes,na,english,62,27
C,4981,high_prior,199,33,ai,Emma is in law school,7.798683333333333,confess,confess,emma,0.62,block2,Yes,na,english,62,28
C,13270,low_prior,199,34,ai,Mary is a middle school student,7.798683333333333,admit,admit,mary,0.030000000000000027,block2,Yes,na,english,62,29
C,5560,low_prior,199,35,ai,Mia is a nun,7.798683333333333,be_right,be_right,mia,0.020000000000000018,block2,Yes,na,english,62,30
C,7726,low_prior,199,36,ai,Olivia has two small children,7.798683333333333,reveal,reveal,olivia,0.020000000000000018,block2,Yes,na,english,62,31
C,5461,high_prior,199,37,ai,Charley lives in Mexico,7.798683333333333,see,see,charley,0.020000000000000018,block2,Yes,na,english,62,32
C,5099,low_prior,199,38,ai,Julian is German,7.798683333333333,establish,establish,julian,0.030000000000000027,block2,Yes,na,english,62,33
C,5694,high_prior,199,39,ai,Josie loves France,7.798683333333333,demonstrate,demonstrate,josie,0.030000000000000027,block2,Yes,na,english,62,34
C,4901,high_prior,199,40,ai,Frank has always wanted a pet,7.798683333333333,confirm,confirm,frank,0.010000000000000009,block2,Yes,na,english,62,35
C,11737,low_prior,199,41,ai,Tony has been sober for 20 years,7.798683333333333,be_annoyed,be_annoyed,tony,0.49,block2,Yes,na,english,62,36
MC,4011,NA,199,42,ai,Muffins are sold at the bakery,7.798683333333333,MC,MC,muffins,0.030000000000000027,block2,Yes,na,english,62,37
C,9388,low_prior,199,43,ai,Emily never has any money,7.798683333333333,know,know,emily,0.47,block2,Yes,na,english,62,38
MC,4909,NA,199,44,ai,Many children like ice cream,7.798683333333333,MC,MC,kids,0.030000000000000027,block2,Yes,na,english,62,39
C,5858,high_prior,199,45,ai,Isabella is from Argentina,7.798683333333333,say,say,isabella,0.020000000000000018,block2,Yes,na,english,62,40
C,7287,high_prior,199,46,ai,Josh is a 5-year old boy,7.798683333333333,suggest,suggest,josh,0.030000000000000027,block2,Yes,na,english,62,41
MC,4843,NA,199,47,ai,Hats are worn on the head,7.798683333333333,MC,MC,hat,0.030000000000000027,block2,Yes,na,english,62,42
MC,5954,NA,199,48,ai,Ballet is a type of dance,7.798683333333333,MC,MC,ballet,0.020000000000000018,block2,Yes,na,english,62,43
C,5324,high_prior,199,49,ai,Zoe is a math major,7.798683333333333,announce,announce,zoe,0.29000000000000004,block2,Yes,na,english,62,44
C,5546,low_prior,199,50,ai,Danny is a diabetic,7.798683333333333,hear,hear,danny,0.030000000000000027,block2,Yes,na,english,62,45
C,7411,high_prior,199,51,ai,Grace loves her sister,7.798683333333333,think,think,grace,0.020000000000000018,block2,Yes,na,english,62,46
MC,5981,NA,199,52,ai,Garages are used to store cars and other things,7.798683333333333,MC,MC,garage,0.040000000000000036,block2,Yes,na,english,62,47
C,7479,high_prior,199,53,ai,Jackson is training for a marathon,7.798683333333333,pretend,pretend,jackson,0.15000000000000002,block2,Yes,na,english,62,48
C,7581,high_prior,199,54,ai,Jayden's car is in the shop,7.798683333333333,acknowledge,acknowledge,jayden,0.47,block2,Yes,na,english,62,49
MC,3484,NA,199,55,ai,Pizza is sold at the pizzeria,7.798683333333333,MC,MC,pizza,0.030000000000000027,block2,Yes,na,english,62,50
C,5430,low_prior,199,56,ai,Sophia is a high end fashion model,7.798683333333333,inform,inform,sophia,0.43999999999999995,block2,Yes,na,english,62,51
C,9253,low_prior,199,57,ai,Jon lives 10 miles away from work,7.798683333333333,discover,discover,jon,0.26,block2,Yes,na,english,62,52
C,25707,high_prior,200,5,ai,Charley lives in Mexico,8.983033333333333,prove,prove,charley,0.22999999999999998,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,1
C,10666,low_prior,200,6,ai,Zoe is 5 years old,8.983033333333333,be_right,be_right,zoe,0.030000000000000027,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,2
C,15289,low_prior,200,7,ai,Emily never has any money,8.983033333333333,discover,discover,emily,0.86,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,3
MC,8592,NA,200,8,ai,Hats are worn on the head,8.983033333333333,MC,MC,hat,0.010000000000000009,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,4
C,8316,high_prior,200,9,ai,Jayden's car is in the shop,8.983033333333333,hear,hear,jayden,0.84,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,5
C,7420,low_prior,200,10,ai,Isabella is a vegetarian,8.983033333333333,reveal,reveal,isabella,0.12,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,6
MC,6402,NA,200,11,ai,Ballet is a type of dance,8.983033333333333,MC,MC,ballet,0,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,7
C,8462,low_prior,200,12,ai,Julian is German,8.983033333333333,say,say,julian,0.08999999999999997,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,8
C,30222,low_prior,200,13,ai,Jon lives 10 miles away from work,8.983033333333333,announce,announce,jon,0.16000000000000003,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,9
C,6074,high_prior,200,14,ai,Sophia is a hipster,8.983033333333333,confirm,confirm,sophia,0.020000000000000018,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,10
C,7822,low_prior,200,15,ai,Mia is a nun,8.983033333333333,admit,admit,mia,0.30000000000000004,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,11
MC,6022,NA,200,16,ai,Garages are used to store cars and other things,8.983033333333333,MC,MC,garage,0.020000000000000018,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,12
C,10512,high_prior,200,17,ai,Jackson is training for a marathon,8.983033333333333,think,think,jackson,0.8,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,13
C,13672,low_prior,200,18,ai,Emma is in first grade,8.983033333333333,see,see,emma,0.84,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,14
C,6710,high_prior,200,19,ai,Tony really likes to party with his friends,8.983033333333333,confess,confess,tony,0.13,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,15
MC,3820,NA,200,20,ai,Pizza is sold at the pizzeria,8.983033333333333,MC,MC,pizza,0.010000000000000009,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,16
C,17620,high_prior,200,21,ai,Owen lives in Chicago,8.983033333333333,establish,establish,owen,0.09999999999999998,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,17
C,7768,low_prior,200,22,ai,Frank is allergic to cats,8.983033333333333,know,know,frank,0.8200000000000001,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,18
C,8435,low_prior,200,23,ai,Danny is a diabetic,8.983033333333333,inform,inform,danny,0.88,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,19
C,9997,high_prior,200,24,ai,Grace loves her sister,8.983033333333333,pretend,pretend,grace,0.81,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,20
C,6278,high_prior,200,25,ai,Josie loves France,8.983033333333333,demonstrate,demonstrate,josie,0.17000000000000004,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,21
MC,5506,NA,200,26,ai,Many children like ice cream,8.983033333333333,MC,MC,kids,0.010000000000000009,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,22
MC,6022,NA,200,27,ai,Muffins are sold at the bakery,8.983033333333333,MC,MC,muffins,0.010000000000000009,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,23
C,5998,high_prior,200,28,ai,Josh is a 5-year old boy,8.983033333333333,suggest,suggest,josh,0.42000000000000004,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,24
C,5760,high_prior,200,29,ai,Mary is taking a prenatal yoga class,8.983033333333333,acknowledge,acknowledge,mary,0.18999999999999995,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,25
C,7432,low_prior,200,30,ai,Olivia has two small children,8.983033333333333,be_annoyed,be_annoyed,olivia,0.96,block1,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,26
